date,star,market,source_type,realtime_or_backfilled,confidence,evidence_method,evidence,review_status,drive_file_id,drive_url,title,notes,image_drive_file_id,image_drive_url
2025-04-23,5.1,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5.1星,auto_high_confidence,1YXc5WrCWWuWwoJ6Idz7hdnarxmjUx8x2,https://drive.google.com/file/d/1YXc5WrCWWuWwoJ6Idz7hdnarxmjUx8x2/view?usp=drivesdk,［4月23日］指数估值数据(港股大幅反弹；黄金如何止盈呢）,,,
2025-04-24,5.1,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5.1星,auto_high_confidence,1uYzQeFh1mSevb31QEndNsIwhXOwpjBnW,https://drive.google.com/file/d/1uYzQeFh1mSevb31QEndNsIwhXOwpjBnW/view?usp=drivesdk,［4月24日］指数估值数据(红利指数股息率为何比以前高了；红利专题估值表更新；指数日报更新）,,,
2025-04-25,5.1,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘微涨微跌，波动不大，还在5.1星,auto_high_confidence,10gmTIf5alHN5O_x5TsRsS_VdSWwm8GAE,https://drive.google.com/file/d/10gmTIf5alHN5O_x5TsRsS_VdSWwm8GAE/view?usp=drivesdk,［4月25日］指数估值数据(难就难在坚持上；港股专题估值表更新）,,,
2025-04-28,5.1,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5.1星,auto_high_confidence,1E4ZK7RzilX619mAW4B4-vnlW0IpAt4UH,https://drive.google.com/file/d/1E4ZK7RzilX619mAW4B4-vnlW0IpAt4UH/view?usp=drivesdk,［4月28日］指数估值数据(消费类指数有哪些；月薪宝发薪日；黄金星级更新）,,,
2025-04-29,5.1,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5.1星,auto_high_confidence,1x9Ljig2j1fbt1V9MviUGWwnrazVr4MFO,https://drive.google.com/file/d/1x9Ljig2j1fbt1V9MviUGWwnrazVr4MFO/view?usp=drivesdk,［4月29日］指数估值数据(螺丝钉定投实盘第362期：投顾组合发车；个人养老金定投实盘第12期；养老指数估值表更新）,,,
2025-04-30,5.1,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5.1星,auto_high_confidence,1rq2jOGhABv_PdTJnKG06ZJSaVK4t5Hdl,https://drive.google.com/file/d/1rq2jOGhABv_PdTJnKG06ZJSaVK4t5Hdl/view?usp=drivesdk,［4月30日］指数估值数据(财报更新，上市公司盈利增长情况如何？）,,,
2025-05-06,5.1,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，在5.1星,auto_high_confidence,1wbfeDha-oPHrrdRDv6A3t8F_Y5WlKixN,https://drive.google.com/file/d/1wbfeDha-oPHrrdRDv6A3t8F_Y5WlKixN/view?usp=drivesdk,［5月6日］指数估值数据(螺丝钉定投实盘第363期：投顾组合发车；个人养老金定投实盘第13期；养老指数估值表更新),,,
2025-05-07,5.0,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘高开低走，整体上涨，回到5星,auto_high_confidence,1A3oAOPvG43i4Srv4ybiC1s8Pm9QseF7g,https://drive.google.com/file/d/1A3oAOPvG43i4Srv4ybiC1s8Pm9QseF7g/view?usp=drivesdk,［5月7日］指数估值数据(降息降准利好来了，对我们投资有啥影响？),,,
2025-05-08,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，回到5星,auto_high_confidence,1tHzbifXcdS7q4olpj06tMNafyEYOzbmz,https://drive.google.com/file/d/1tHzbifXcdS7q4olpj06tMNafyEYOzbmz/view?usp=drivesdk,［5月8日］指数估值数据(哪些基金适合养老；红利专题估值表更新；百分位估值表更新),,,
2025-05-09,5.0,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘整体微跌，中证全指下跌0.7%，波动不大，还在5星,auto_high_confidence,1Px8UulfriiB-t8_VK9wjIvu5nid-nKjv,https://drive.google.com/file/d/1Px8UulfriiB-t8_VK9wjIvu5nid-nKjv/view?usp=drivesdk,［5月9日］指数估值数据(港股领先上涨，A股会跟上么；抽奖福利),,,
2025-05-12,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5星,auto_high_confidence,1_-nIiuBz4LNvMO0rFN5QIz4tmvUBIL3C,https://drive.google.com/file/d/1_-nIiuBz4LNvMO0rFN5QIz4tmvUBIL3C/view?usp=drivesdk,［5月12日］指数估值数据(关税暂缓，全球股市大涨；军工估值如何；月薪宝发薪日),,,
2025-05-13,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,到收盘大盘略微下跌，还在5星,auto_high_confidence,1kSAvCKJfSyMNRz2B1rWF8godqJSvvVCL,https://drive.google.com/file/d/1kSAvCKJfSyMNRz2B1rWF8godqJSvvVCL/view?usp=drivesdk,［5月13日］指数估值数据(螺丝钉定投实盘第364期：投顾组合发车；个人养老金定投实盘第14期；养老指数估值表更新),,,
2025-05-14,4.9,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘一度下跌，不过到下午拉涨，一度摸到4.9星,auto_high_confidence,1wRmy1PBqDyRr3G8y92J26A9sB00i5ZbO,https://drive.google.com/file/d/1wRmy1PBqDyRr3G8y92J26A9sB00i5ZbO/view?usp=drivesdk,［5月14日］指数估值数据(港股与A股，这轮上涨有啥区别；ETF估值表来了),,,
2025-05-15,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5星,auto_high_confidence,1K3OFNSMr4_rHFGqEqen-9tB0E_IvpWDA,https://drive.google.com/file/d/1K3OFNSMr4_rHFGqEqen-9tB0E_IvpWDA/view?usp=drivesdk,［5月15日］指数估值数据(红利指数上涨能持续吗；红利专题估值表更新；指数日报更新),,,
2025-05-16,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5星,auto_high_confidence,1oujoLilcuI3SNEd4LKK6fTMrRRJbUcIU,https://drive.google.com/file/d/1oujoLilcuI3SNEd4LKK6fTMrRRJbUcIU/view?usp=drivesdk,［5月16日］指数估值数据(多资产配置如何指数化：固收+指数来了；港股专题估值表更新；抽奖福利),,,
2025-05-19,5.0,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘微涨微跌，波动不大，还在5星,auto_high_confidence,1T2h-LILUBT6B4t2hBnBdFNHoMjgMtqoV,https://drive.google.com/file/d/1T2h-LILUBT6B4t2hBnBdFNHoMjgMtqoV/view?usp=drivesdk,［5月19日］指数估值数据(价值策略指数有哪些；月薪宝发薪日；黄金星级更新),,,
2025-05-20,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，大中小盘股都上涨，还在5星,auto_high_confidence,1Q4zEsgaKAsGc_8wJtMk42voRqsqkc9IB,https://drive.google.com/file/d/1Q4zEsgaKAsGc_8wJtMk42voRqsqkc9IB/view?usp=drivesdk,［5月20日］指数估值数据(螺丝钉定投实盘第365期：投顾组合发车；个人养老金定投实盘第15期；养老指数估值表更新),,,
2025-05-21,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5星,auto_high_confidence,1X_UDctxTKz-HbEJ7HJ8lu9GX_J2Qrkft,https://drive.google.com/file/d/1X_UDctxTKz-HbEJ7HJ8lu9GX_J2Qrkft/view?usp=drivesdk,［5月21日］指数估值数据(存款利率下降，对股市是利好吗),,,
2025-05-22,5.0,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘整体微跌，波动不大，还在5星,auto_high_confidence,1_R5Dy9uajRoufdxS5Y03eVjUl4qKI7Si,https://drive.google.com/file/d/1_R5Dy9uajRoufdxS5Y03eVjUl4qKI7Si/view?usp=drivesdk,［5月22日］指数估值数据(固收+创新高，收益来自于哪里；红利专题估值表更新；百分位估值表更新),,,
2025-05-23,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5星,auto_high_confidence,1A9eWUOPJuiogfcikxeJnL1UOKfPGnjf9,https://drive.google.com/file/d/1A9eWUOPJuiogfcikxeJnL1UOKfPGnjf9/view?usp=drivesdk,［5月23日］指数估值数据(关税导致全球波动；港股医药估值如何；领取3周年奖章；港股估值表更新；抽奖福利),,,
2025-05-26,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,到收盘跌幅收窄，还在5星,auto_high_confidence,1K64i6LxkwCOHaIT0Xdi1aN-wTGMOpNM2,https://drive.google.com/file/d/1K64i6LxkwCOHaIT0Xdi1aN-wTGMOpNM2/view?usp=drivesdk,［5月26日］指数估值数据(中证1000估值如何；月薪宝发薪日；黄金星级更新),,,
2025-05-27,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5星,auto_high_confidence,1tzLJQR8HuRS8yukCw6E5PEQb4V-fyRpc,https://drive.google.com/file/d/1tzLJQR8HuRS8yukCw6E5PEQb4V-fyRpc/view?usp=drivesdk,［5月27日］指数估值数据(螺丝钉定投实盘第366期：投顾组合发车；个人养老金定投实盘第16期；养老指数估值表更新),,,
2025-05-29,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5星,auto_high_confidence,1BZFhGUI5-cqUXEkm-XdghCq7aJ84N2yX,https://drive.google.com/file/d/1BZFhGUI5-cqUXEkm-XdghCq7aJ84N2yX/view?usp=drivesdk,［5月29日］指数估值数据(全球股市大涨；A股是分红市还是融资市；红利估值表更新；指数日报更新),,,
2025-05-30,5.0,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘微跌，还在5星,auto_high_confidence,1RrE76wXohkK60d02uk_qaJJ0QSRK0WlK,https://drive.google.com/file/d/1RrE76wXohkK60d02uk_qaJJ0QSRK0WlK/view?usp=drivesdk,［5月30日］指数估值数据(创业板的估值如何；港股估值表更新；抽奖福利),,,
2025-06-03,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5星,auto_high_confidence,1SG4kAJ7MWK2LGnOQUz-cZOaXlkAyEEyv,https://drive.google.com/file/d/1SG4kAJ7MWK2LGnOQUz-cZOaXlkAyEEyv/view?usp=drivesdk,［6月3日］指数估值数据(螺丝钉定投实盘第367期发车；个人养老金定投实盘第17期；养老指数估值表更新),,,
2025-06-04,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5星,auto_high_confidence,1fiag3xropJn_GSFn95HugWcgC_pS8onS,https://drive.google.com/file/d/1fiag3xropJn_GSFn95HugWcgC_pS8onS/view?usp=drivesdk,［6月4日］指数估值数据(小盘股今年为啥比大盘强；免费领取3周年奖章),,,
2025-06-05,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,到收盘变成上涨，波动不大，还在5星,auto_high_confidence,1ekocIwZFgy9l5oaFfPZC-8I_wXXdLXHN,https://drive.google.com/file/d/1ekocIwZFgy9l5oaFfPZC-8I_wXXdLXHN/view?usp=drivesdk,［6月5日］指数估值数据(自由现金流指数有效果吗；红利专题估值表更新；百分位估值表更新),,,
2025-06-06,5.0,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘微跌，波动不大，还在5星,auto_high_confidence,1iUF30a4wG84vhiWjqeLWVLOyvNRdzL1n,https://drive.google.com/file/d/1iUF30a4wG84vhiWjqeLWVLOyvNRdzL1n/view?usp=drivesdk,［6月6日］指数估值数据(港股科技、医药估值如何；港股估值表更新；抽奖福利),,,
2025-06-09,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,到收盘涨幅略有回落，还在5星,auto_high_confidence,17mTjKkdxebs1-rkHUm-ao3So98syjx2q,https://drive.google.com/file/d/17mTjKkdxebs1-rkHUm-ao3So98syjx2q/view?usp=drivesdk,［6月9日］指数估值数据(A股港股上涨，科技医药强势；月薪宝发薪日；黄金星级更新),,,
2025-06-10,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5星,auto_high_confidence,1llUTsc9ktxt_lSefyrx0Y9tJZFjOYaJD,https://drive.google.com/file/d/1llUTsc9ktxt_lSefyrx0Y9tJZFjOYaJD/view?usp=drivesdk,［6月10日］指数估值数据(螺丝钉定投实盘第368期发车；个人养老金定投实盘第18期；养老指数估值表更新）,,,
2025-06-11,4.9,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘整体上涨，一度摸到4.9星,auto_high_confidence,1wzDmWjAc9AA_NU_cP1UXr_d21H7Nuixd,https://drive.google.com/file/d/1wzDmWjAc9AA_NU_cP1UXr_d21H7Nuixd/view?usp=drivesdk,［6月11日］指数估值数据(又到指数调仓日，估值有哪些变化？）,,,
2025-06-13,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5星,auto_high_confidence,1fHwAIRaqEmAJ9zGB_a6QPrSxVvIHb5Np,https://drive.google.com/file/d/1fHwAIRaqEmAJ9zGB_a6QPrSxVvIHb5Np/view?usp=drivesdk,［6月13日］指数估值数据(下跌的品种，何时迎来右侧上涨呢；港股估值表更新；抽奖福利）,,,
2025-06-16,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5星,auto_high_confidence,1H8prtaPwDUF_9GQRHB_ogSewoIbjW2fj,https://drive.google.com/file/d/1H8prtaPwDUF_9GQRHB_ogSewoIbjW2fj/view?usp=drivesdk,［6月16日］指数估值数据(1星级大牛市10周年；月薪宝发薪日；黄金星级更新）,,,
2025-06-17,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,到收盘跌幅缩小，波动不大，还在5星,auto_high_confidence,1TVDNPIohIkebiXBiql65BSEIxWCU832Q,https://drive.google.com/file/d/1TVDNPIohIkebiXBiql65BSEIxWCU832Q/view?usp=drivesdk,［6月17日］指数估值数据(螺丝钉定投实盘第369期发车；个人养老金定投实盘第19期；养老指数估值表更新；618购书福利）,,,
2025-06-18,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,到收盘跌幅缩小，中证全指微跌，还在5星,auto_high_confidence,1h1lCmTvf2ph1YvPAVkhIx1puW73pjgw0,https://drive.google.com/file/d/1h1lCmTvf2ph1YvPAVkhIx1puW73pjgw0/view?usp=drivesdk,［6月18日］指数估值数据(未来消费行业还会起来么；ETF估值表已上线「今天几星」）,,,
2025-06-19,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5星,auto_high_confidence,1DcDf96CLa91OaTnf_EMGxUFWL1zL62WA,https://drive.google.com/file/d/1DcDf96CLa91OaTnf_EMGxUFWL1zL62WA/view?usp=drivesdk,［6月19日］指数估值数据(港股下跌，港股科技重回低估；月薪宝的收益来源是什么；红利估值表更新；指数日报更新）,,,
2025-06-23,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，大盘整体微涨，还在5星,auto_high_confidence,1LH2uQuFP3eM1_mU8Nb-TuPx6Pt-4KzoT,https://drive.google.com/file/d/1LH2uQuFP3eM1_mU8Nb-TuPx6Pt-4KzoT/view?usp=drivesdk,［6月23日］指数估值数据(啥时候站上3400点；月薪宝发薪日；黄金星级更新）,,,
2025-06-24,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5星,auto_high_confidence,1scEzTbET5VfJQ1hsmrNybIYpvmejhVcr,https://drive.google.com/file/d/1scEzTbET5VfJQ1hsmrNybIYpvmejhVcr/view?usp=drivesdk,［6月24日］指数估值数据(螺丝钉定投实盘第370期发车；个人养老金定投实盘第20期；养老指数估值表更新）,,,
2025-06-25,4.9,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘继续上涨，回到4.9星,auto_high_confidence,1xg5V2XS6yrE-3CjSuZ1uYNOqERi5AkuW,https://drive.google.com/file/d/1xg5V2XS6yrE-3CjSuZ1uYNOqERi5AkuW/view?usp=drivesdk,［6月25日］指数估值数据(大盘上涨回到4.9星；个人养老金账户取钱要收税，还要开通么）,,,
2025-06-26,4.9,A股,公众号当日估值文章,realtime,0.99,opening_state_statement,还在4.9星,auto_high_confidence,16GMvtnLTpw9Z6Hm82gIq1nzxmnG9wMH_,https://drive.google.com/file/d/16GMvtnLTpw9Z6Hm82gIq1nzxmnG9wMH_/view?usp=drivesdk,［6月26日］指数估值数据(银行指数强势，要止盈吗；红利估值表更新；指数日报更新）,,,
2025-06-27,4.9,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在4.9星,auto_high_confidence,1rm_aViB8pC4YtSeW-DOgAE5vZFffsZay,https://drive.google.com/file/d/1rm_aViB8pC4YtSeW-DOgAE5vZFffsZay/view?usp=drivesdk,［6月27日］指数估值数据(港股医药回低估了么；港股估值表更新；抽奖福利）,,,
2025-06-30,4.9,A股,公众号当日估值文章,realtime,0.99,opening_state_statement,还在4.9星,auto_high_confidence,1yuj7nfzmgjovngSxteMFF2cs4d7ReZKQ,https://drive.google.com/file/d/1yuj7nfzmgjovngSxteMFF2cs4d7ReZKQ/view?usp=drivesdk,［6月30日］指数估值数据(A股上涨，上半年收官；牛熊市长短跟什么有关呢；月薪宝发薪日；黄金星级更新）,,,
2025-07-01,4.9,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在4.9星,auto_high_confidence,1HecPFA8tYnnfuVIubVBrPgOSi1MkyMCm,https://drive.google.com/file/d/1HecPFA8tYnnfuVIubVBrPgOSi1MkyMCm/view?usp=drivesdk,［7月1日］指数估值数据(螺丝钉定投实盘第371期发车；个人养老金定投实盘第21期；养老指数估值表更新）,,,
2025-07-02,4.9,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘微跌，波动不大，还在4.9星,auto_high_confidence,1KQufI-zLUcq7msFMpGUCl2yBN0ZnAoJB,https://drive.google.com/file/d/1KQufI-zLUcq7msFMpGUCl2yBN0ZnAoJB/view?usp=drivesdk,［7月2日］指数估值数据(红利指数强势；主动基金表现好坏跟什么有关呢）,,,
2025-07-03,4.9,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在4.9星,auto_high_confidence,11gGXmVmaoq7MelLwJ4nKAcE8uixwut2Q,https://drive.google.com/file/d/11gGXmVmaoq7MelLwJ4nKAcE8uixwut2Q/view?usp=drivesdk,［7月3日］指数估值数据(A股继续上涨；月薪宝创新高，再平衡的机会来了么；红利估值表更新；指数日报更新）,,,
2025-07-04,4.9,A股,公众号当日估值文章,realtime,1.0,closing_statement,到收盘回落，中证全指略微下跌，还在4.9星,auto_high_confidence,14Q3-0xAL02R2ym46KHqcGQQFR5Ib3eq7,https://drive.google.com/file/d/14Q3-0xAL02R2ym46KHqcGQQFR5Ib3eq7/view?usp=drivesdk,［7月4日］指数估值数据(经济火热时适合投资吗；抽奖福利）,,,
2025-07-07,4.9,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘波动不大，略微下跌，还在4.9星,auto_high_confidence,1cta3grXGUzAM3lXNjPSUh4igeY4n81gA,https://drive.google.com/file/d/1cta3grXGUzAM3lXNjPSUh4igeY4n81gA/view?usp=drivesdk,［7月7日］指数估值数据(月薪宝迎来调仓；百分位使用小技巧；5折优惠来了；黄金星级更新）,,,
2025-07-08,4.8,A股,公众号当日估值文章,realtime,1.0,closing_statement,到收盘，整体上涨，回到4.8星,auto_high_confidence,1E3y7wGEJH7SJmiIs3J03HmhMutyZ8eGl,https://drive.google.com/file/d/1E3y7wGEJH7SJmiIs3J03HmhMutyZ8eGl/view?usp=drivesdk,［7月8日］指数估值数据(螺丝钉定投实盘第372期发车；个人养老金定投实盘第22期；养老指数估值表更新）,,,
2025-07-09,4.8,A股,公众号当日估值文章,realtime,1.0,closing_statement,到收盘略微下跌，还在4.8星,auto_high_confidence,1W8r-8RmbQBIfpaoNgTFaVsaacYwTVwpt,https://drive.google.com/file/d/1W8r-8RmbQBIfpaoNgTFaVsaacYwTVwpt/view?usp=drivesdk,［7月9日］指数估值数据(冲击3500点；不同星级都有什么投资机会？）,,,
2025-07-10,4.8,A股,公众号当日估值文章,realtime,1.0,closing_statement,到收盘涨幅回落，还在4.8星,auto_high_confidence,1Llcbp7_ckaJvaKLpAxcab9998Aki5GB_,https://drive.google.com/file/d/1Llcbp7_ckaJvaKLpAxcab9998Aki5GB_/view?usp=drivesdk,［7月10日］指数估值数据(月薪宝继续创新高；红利指数什么时候会低迷；指数日报更新）,,,
2025-07-11,4.8,A股,公众号当日估值文章,realtime,0.99,opening_state_statement,还在4.8星,auto_high_confidence,1IKCo59kZ8jnJxv9wKY-2ZUZ8hANUc3K8,https://drive.google.com/file/d/1IKCo59kZ8jnJxv9wKY-2ZUZ8hANUc3K8/view?usp=drivesdk,［7月11日］指数估值数据(大盘冲高回落；港股科技还会发力吗；抽奖福利）,,,
2025-07-14,4.8,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘整体微涨，还在4.8星,auto_high_confidence,1UpvYZ2oZrzXpPFGbzLgSjGSlc_YN9Hsb,https://drive.google.com/file/d/1UpvYZ2oZrzXpPFGbzLgSjGSlc_YN9Hsb/view?usp=drivesdk,［7月14日］指数估值数据(价值风格上涨；熊市为啥有长有短；月薪宝发薪日；黄金星级更新）,,,
2025-07-15,4.8,A股,公众号当日估值文章,realtime,0.99,opening_state_statement,还在4.8星,auto_high_confidence,1e_ojMZjqD697mJZs8S3o-gzJ5_HV2wqi,https://drive.google.com/file/d/1e_ojMZjqD697mJZs8S3o-gzJ5_HV2wqi/view?usp=drivesdk,［7月15日］指数估值数据(螺丝钉定投实盘第373期发车；个人养老金定投实盘第23期；养老指数估值表更新）,,,
2025-07-16,4.8,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在4.8星,auto_high_confidence,1UQoEeTODFf253tFGI4Cxfe2Ma5QFNhMa,https://drive.google.com/file/d/1UQoEeTODFf253tFGI4Cxfe2Ma5QFNhMa/view?usp=drivesdk,［7月16日］指数估值数据(这轮行情跟历史上哪一轮比较相似呢）,,,
2025-07-17,4.8,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在4.8星,auto_high_confidence,1LC9ztIoEtgpCLvi-nhI5h-21A12x1oW3,https://drive.google.com/file/d/1LC9ztIoEtgpCLvi-nhI5h-21A12x1oW3/view?usp=drivesdk,［7月17日］指数估值数据(A股港股成长股继续上涨；红利含银行股多么；指数日报更新）,,,
2025-07-18,4.8,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在4.8星,auto_high_confidence,18o0acJ__43OjpLZmBBKLnML7TXnaidsk,https://drive.google.com/file/d/18o0acJ__43OjpLZmBBKLnML7TXnaidsk/view?usp=drivesdk,［7月18日］指数估值数据(市场继续上涨；港股科技、医药估值如何；抽奖福利）,,,
2025-07-21,4.7,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘继续上涨，回到4.7星,auto_high_confidence,159ObdHpHddFsv6ZyXzx3eneOwn3t9reG,https://drive.google.com/file/d/159ObdHpHddFsv6ZyXzx3eneOwn3t9reG/view?usp=drivesdk,［7月21日］指数估值数据(A股港股算进入牛市么；月薪宝发薪日；黄金星级更新）,,,
2025-07-22,4.7,A股,公众号当日估值文章,realtime,0.99,opening_state_statement,还在4.7星,auto_high_confidence,1cNbRzaptOlIOB0qun1xLZr_wB7L2K-2x,https://drive.google.com/file/d/1cNbRzaptOlIOB0qun1xLZr_wB7L2K-2x/view?usp=drivesdk,［7月22日］指数估值数据(螺丝钉定投实盘第374期发车；个人养老金定投实盘半年总结；养老指数估值表更新）,,,
2025-07-23,4.7,A股,公众号当日估值文章,realtime,1.0,closing_statement,到收盘回落，中证全指下跌0.29%，还在4.7星,auto_high_confidence,1ifB1sg1fBytRxLOWk9c_TigkcnkX2jF5,https://drive.google.com/file/d/1ifB1sg1fBytRxLOWk9c_TigkcnkX2jF5/view?usp=drivesdk,［7月23日］指数估值数据(回本了，要不要卖掉呢）,,,
2025-07-24,4.7,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在4.7星,auto_high_confidence,1bLRdcz60v6ugIywE8DAsNAGahqWVOcoR,https://drive.google.com/file/d/1bLRdcz60v6ugIywE8DAsNAGahqWVOcoR/view?usp=drivesdk,［7月24日］指数估值数据(大盘继续涨，隐忧在哪里；自由现金流指数估值如何；指数日报更新）,,,
2025-07-25,4.7,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在4.7星,auto_high_confidence,1URxWRI7UV2h70PhefPug5IoEHRa5zLBe,https://drive.google.com/file/d/1URxWRI7UV2h70PhefPug5IoEHRa5zLBe/view?usp=drivesdk,［7月25日］指数估值数据(债券基金下跌，还能投资吗；港股指数估值表更新；抽奖福利）,,,
2025-07-28,4.7,A股,公众号当日估值文章,realtime,0.99,opening_state_statement,还在4.7星,auto_high_confidence,1Qm7vqrhKgCQk5xoQs9YQriwfH1LgFIkb,https://drive.google.com/file/d/1Qm7vqrhKgCQk5xoQs9YQriwfH1LgFIkb/view?usp=drivesdk,［7月28日］指数估值数据(大盘继续上涨，成长股接力；育儿补贴制度来啦；月薪宝发薪日；黄金星级更新）,,,
2025-07-29,4.6,A股,公众号当日估值文章,realtime,0.99,manual_verification,og:title：［7月29日］指数估值数据(回到4.6星；…),verified_manual,1UZwNzZpharVs8saQxgwmUPGns9-BwHkn,https://drive.google.com/file/d/1UZwNzZpharVs8saQxgwmUPGns9-BwHkn/view?usp=drivesdk,［7月29日］指数估值数据(回到4.6星；螺丝钉定投实盘第375期发车；养老指数估值表更新）,HTML元数据明确给出当日星级；后续全量流程应继续用正文交叉验证,,
2025-07-30,4.7,A股,公众号当日估值文章,realtime,1.0,closing_statement,到收盘回到4.7星,auto_high_confidence,1n-oxafubum0eMYI6DaQvUsaKLD5Ujql1,https://drive.google.com/file/d/1n-oxafubum0eMYI6DaQvUsaKLD5Ujql1/view?usp=drivesdk,［7月30日］指数估值数据(大盘回调；观察市场涨跌，看上证还是中证指数呢）,,,
2025-07-31,4.7,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在4.7星,auto_high_confidence,1OW7H21hf8CumR6yy_BgMkkU6xoxXlPps,https://drive.google.com/file/d/1OW7H21hf8CumR6yy_BgMkkU6xoxXlPps/view?usp=drivesdk,［7月31日］指数估值数据(大盘回调，还会上涨吗；红利会较少到高估吗；指数日报更新）,,,
2025-08-01,4.7,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘整体微跌，波动不大，还在4.7星,auto_high_confidence,16esp_Xo4QoeN9fOq0w83joe-xGPEulWw,https://drive.google.com/file/d/16esp_Xo4QoeN9fOq0w83joe-xGPEulWw/view?usp=drivesdk,［8月1日］指数估值数据(港股医疗和A股医疗有啥区别；港股指数估值表；抽奖福利）,,,
2025-08-04,4.7,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在4.7星,auto_high_confidence,1p7MJWsewZWZKbQ4WOYPaMS4upZi4k7Zc,https://drive.google.com/file/d/1p7MJWsewZWZKbQ4WOYPaMS4upZi4k7Zc/view?usp=drivesdk,［8月4日］指数估值数据(A股港股上涨；债券利息要收税，对我们投资有什么影响；月薪宝发薪日；黄金星级更新）,,,
2025-08-05,4.7,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在4.7星,auto_high_confidence,17SK8WkY5x9YsIJBCjBzi5JqHYXoRSH26,https://drive.google.com/file/d/17SK8WkY5x9YsIJBCjBzi5JqHYXoRSH26/view?usp=drivesdk,［8月5日］指数估值数据(螺丝钉定投实盘第376期发车；养老指数估值表更新）,,,
2025-08-06,4.6,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，回到4.6星,auto_high_confidence,1woOO5Fzmi2mjDufAA9Vwevvm9U1BbSPC,https://drive.google.com/file/d/1woOO5Fzmi2mjDufAA9Vwevvm9U1BbSPC/view?usp=drivesdk,［8月6日］指数估值数据(如果到牛市后期，还有哪些投资机会呢？）,,,
